library,N,l2_error,max_error,rt_error
MKL,2273,4.859e-16,5.982e-16,1.650e-15
VectorFFT,2274,5.675e-16,7.204e-16,1.366e-15
MKL,2274,4.765e-16,6.112e-16,1.602e-15
VectorFFT,2275,4.986e-16,5.184e-16,1.362e-15
MKL,2275,4.132e-16,3.749e-16,1.215e-15
VectorFFT,2276,5.585e-16,7.194e-16,1.538e-15
MKL,2276,4.796e-16,5.452e-16,1.595e-15
VectorFFT,2277,5.476e-16,5.408e-16,1.393e-15
MKL,2277,4.641e-16,5.572e-16,1.317e-15
VectorFFT,2278,5.604e-16,7.687e-16,1.394e-15
MKL,2278,2.894e-16,3.451e-16,1.129e-15
VectorFFT,2279,5.686e-16,7.828e-16,1.217e-15
MKL,2279,3.294e-16,3.140e-16,1.096e-15
VectorFFT,2280,5.117e-16,5.468e-16,1.235e-15
MKL,2280,2.675e-16,2.393e-16,9.477e-16
VectorFFT,2281,8.285e-16,7.959e-16,2.281e-15
MKL,2281,4.831e-16,5.170e-16,1.490e-15
VectorFFT,2282,5.727e-16,7.840e-16,1.418e-15
MKL,2282,4.705e-16,5.303e-16,1.529e-15
VectorFFT,2283,5.845e-16,7.154e-16,1.564e-15
MKL,2283,4.876e-16,4.755e-16,1.630e-15
VectorFFT,2284,5.567e-16,6.634e-16,1.365e-15
MKL,2284,4.836e-16,4.268e-16,1.470e-15
VectorFFT,2285,5.814e-16,8.313e-16,1.342e-15
MKL,2285,4.820e-16,5.175e-16,1.582e-15
VectorFFT,2286,5.574e-16,7.498e-16,1.255e-15
MKL,2286,3.509e-16,4.084e-16,1.286e-15
VectorFFT,2287,5.771e-16,6.940e-16,1.323e-15
MKL,2287,4.770e-16,4.788e-16,1.537e-15
VectorFFT,2288,4.962e-16,6.240e-16,1.174e-15
MKL,2288,2.487e-16,2.359e-16,7.756e-16
VectorFFT,2289,5.689e-16,7.665e-16,1.420e-15
MKL,2289,5.040e-16,6.208e-16,1.762e-15
VectorFFT,2290,5.540e-16,6.969e-16,1.246e-15
MKL,2290,4.747e-16,5.108e-16,1.432e-15
VectorFFT,2291,5.559e-16,7.231e-16,1.363e-15
MKL,2291,3.872e-16,4.330e-16,1.335e-15
VectorFFT,2292,5.506e-16,7.099e-16,1.505e-15
MKL,2292,4.775e-16,4.682e-16,1.490e-15
VectorFFT,2293,5.607e-16,7.696e-16,1.426e-15
MKL,2293,4.853e-16,4.639e-16,1.648e-15
VectorFFT,2294,1.052e-15,1.925e-15,4.018e-15
MKL,2294,2.857e-16,4.232e-16,8.544e-16
VectorFFT,2295,6.220e-16,6.564e-16,1.558e-15
MKL,2295,3.203e-16,3.789e-16,1.131e-15
VectorFFT,2296,4.960e-16,5.038e-16,1.572e-15
MKL,2296,2.680e-16,2.961e-16,9.782e-16
VectorFFT,2297,5.631e-16,1.063e-15,1.517e-15
MKL,2297,4.810e-16,4.475e-16,1.539e-15
VectorFFT,2298,5.514e-16,6.245e-16,1.288e-15
MKL,2298,4.895e-16,4.514e-16,1.725e-15
VectorFFT,2299,8.163e-16,1.263e-15,3.138e-15
MKL,2299,3.521e-16,4.178e-16,9.607e-16
VectorFFT,2300,4.981e-16,5.234e-16,1.429e-15
MKL,2300,2.741e-16,3.013e-16,9.208e-16
VectorFFT,2301,5.526e-16,7.283e-16,1.379e-15
MKL,2301,4.452e-16,5.562e-16,1.202e-15
VectorFFT,2302,5.475e-16,6.466e-16,1.255e-15
MKL,2302,4.765e-16,4.914e-16,1.511e-15
VectorFFT,2303,4.353e-16,5.565e-16,1.052e-15
MKL,2303,4.435e-16,5.449e-16,1.853e-15
VectorFFT,2304,3.318e-16,3.802e-16,1.056e-15
MKL,2304,2.366e-16,2.554e-16,8.058e-16
VectorFFT,2305,5.590e-16,6.911e-16,1.328e-15
MKL,2305,4.523e-16,4.081e-16,1.272e-15
VectorFFT,2306,5.613e-16,7.318e-16,1.267e-15
MKL,2306,4.502e-16,4.766e-16,1.353e-15
VectorFFT,2307,5.618e-16,7.517e-16,1.351e-15
MKL,2307,4.567e-16,5.369e-16,1.485e-15
VectorFFT,2308,6.087e-16,7.776e-16,1.474e-15
MKL,2308,4.493e-16,3.705e-16,1.430e-15
VectorFFT,2309,5.616e-16,7.124e-16,1.603e-15
MKL,2309,4.422e-16,3.785e-16,1.443e-15
VectorFFT,2310,4.477e-16,4.262e-16,1.316e-15
MKL,2310,3.122e-16,3.388e-16,1.008e-15
VectorFFT,2311,8.601e-16,9.187e-16,2.414e-15
MKL,2311,4.716e-16,4.838e-16,1.628e-15
VectorFFT,2312,6.017e-16,7.286e-16,1.415e-15
MKL,2312,2.846e-16,3.232e-16,9.539e-16
VectorFFT,2313,5.643e-16,7.496e-16,1.577e-15
MKL,2313,4.770e-16,5.211e-16,1.680e-15
VectorFFT,2314,5.705e-16,7.439e-16,1.358e-15
MKL,2314,3.205e-16,3.403e-16,9.246e-16
VectorFFT,2315,5.738e-16,1.017e-15,1.706e-15
MKL,2315,4.807e-16,5.663e-16,1.596e-15
VectorFFT,2316,5.729e-16,6.737e-16,1.230e-15
MKL,2316,4.544e-16,4.378e-16,1.633e-15
VectorFFT,2317,5.541e-16,6.042e-16,1.352e-15
MKL,2317,4.658e-16,4.395e-16,1.507e-15
VectorFFT,2318,5.792e-16,6.696e-16,1.519e-15
MKL,2318,3.087e-16,3.303e-16,9.552e-16
VectorFFT,2319,5.602e-16,7.270e-16,1.368e-15
MKL,2319,4.916e-16,6.165e-16,1.562e-15
VectorFFT,2320,5.324e-16,6.786e-16,2.084e-15
MKL,2320,2.629e-16,3.525e-16,7.768e-16
VectorFFT,2321,5.441e-16,7.317e-16,1.708e-15
MKL,2321,4.712e-16,5.320e-16,1.560e-15
VectorFFT,2322,5.315e-16,6.701e-16,1.359e-15
MKL,2322,3.158e-16,3.865e-16,1.163e-15
VectorFFT,2323,5.569e-16,6.302e-16,1.365e-15
MKL,2323,4.523e-16,4.847e-16,1.603e-15
VectorFFT,2324,5.725e-16,6.488e-16,1.714e-15
MKL,2324,3.054e-16,3.617e-16,8.724e-16
VectorFFT,2325,5.251e-16,4.708e-16,1.427e-15
MKL,2325,3.188e-16,3.366e-16,1.093e-15
VectorFFT,2326,5.519e-16,8.170e-16,1.394e-15
MKL,2326,4.485e-16,5.391e-16,1.482e-15
VectorFFT,2327,5.683e-16,7.894e-16,1.477e-15
MKL,2327,4.557e-16,5.352e-16,1.459e-15
VectorFFT,2328,5.548e-16,7.124e-16,1.429e-15
MKL,2328,3.130e-16,3.848e-16,9.157e-16
VectorFFT,2329,5.615e-16,5.488e-16,1.324e-15
MKL,2329,4.511e-16,4.485e-16,1.723e-15
VectorFFT,2330,5.725e-16,7.492e-16,1.571e-15
MKL,2330,4.586e-16,4.927e-16,1.312e-15
VectorFFT,2331,4.860e-16,5.880e-16,1.375e-15
MKL,2331,3.257e-16,4.029e-16,1.023e-15
VectorFFT,2332,5.274e-16,1.041e-15,1.389e-15
MKL,2332,2.751e-16,3.339e-16,1.028e-15
VectorFFT,2333,5.558e-16,7.643e-16,1.527e-15
MKL,2333,4.558e-16,4.585e-16,1.542e-15
VectorFFT,2334,5.530e-16,5.558e-16,1.631e-15
MKL,2334,4.510e-16,3.687e-16,1.460e-15
VectorFFT,2335,5.681e-16,6.988e-16,1.408e-15
MKL,2335,4.701e-16,5.025e-16,1.623e-15
VectorFFT,2336,5.537e-16,6.961e-16,1.251e-15
MKL,2336,2.793e-16,3.640e-16,9.178e-16
VectorFFT,2337,4.909e-16,5.364e-16,1.300e-15
MKL,2337,4.136e-16,3.772e-16,1.195e-15
VectorFFT,2338,5.663e-16,7.747e-16,1.561e-15
MKL,2338,4.435e-16,4.616e-16,1.287e-15
VectorFFT,2339,5.701e-16,6.745e-16,1.300e-15
MKL,2339,4.558e-16,4.586e-16,1.435e-15
VectorFFT,2340,6.135e-16,8.832e-16,1.529e-15
MKL,2340,2.763e-16,3.814e-16,9.058e-16
VectorFFT,2341,9.777e-16,1.034e-15,2.755e-15
MKL,2341,4.608e-16,5.284e-16,1.355e-15
VectorFFT,2342,5.714e-16,8.860e-16,1.365e-15
MKL,2342,4.498e-16,4.636e-16,1.404e-15
VectorFFT,2343,5.546e-16,6.266e-16,1.312e-15
MKL,2343,3.141e-16,2.853e-16,9.296e-16
VectorFFT,2344,5.465e-16,7.078e-16,1.347e-15
MKL,2344,4.428e-16,4.224e-16,1.474e-15
VectorFFT,2345,5.839e-16,8.471e-16,1.392e-15
MKL,2345,3.809e-16,4.488e-16,1.174e-15
VectorFFT,2346,5.846e-16,6.566e-16,1.380e-15
MKL,2346,2.993e-16,2.896e-16,9.736e-16
VectorFFT,2347,1.079e-15,1.101e-15,3.364e-15
MKL,2347,4.809e-16,4.436e-16,1.510e-15
VectorFFT,2348,5.639e-16,5.331e-16,1.379e-15
MKL,2348,4.485e-16,4.867e-16,1.411e-15
VectorFFT,2349,5.542e-16,5.980e-16,1.294e-15
MKL,2349,4.734e-16,6.228e-16,1.352e-15
VectorFFT,2350,4.712e-16,4.850e-16,1.142e-15
MKL,2350,3.023e-16,2.974e-16,1.010e-15
VectorFFT,2351,5.650e-16,7.960e-16,1.230e-15
MKL,2351,4.694e-16,4.238e-16,1.594e-15
VectorFFT,2352,3.608e-16,3.735e-16,9.849e-16
MKL,2352,2.632e-16,2.257e-16,8.980e-16
VectorFFT,2353,5.735e-16,8.364e-16,1.567e-15
MKL,2353,4.725e-16,5.930e-16,1.538e-15
VectorFFT,2354,5.376e-16,7.311e-16,1.337e-15
MKL,2354,3.169e-16,4.913e-16,9.744e-16
VectorFFT,2355,5.720e-16,8.238e-16,1.254e-15
MKL,2355,4.978e-16,5.571e-16,1.598e-15
VectorFFT,2356,5.000e-16,6.937e-16,1.336e-15
MKL,2356,2.718e-16,3.786e-16,8.319e-16
VectorFFT,2357,5.574e-16,6.922e-16,1.350e-15
MKL,2357,4.587e-16,4.159e-16,1.469e-15
VectorFFT,2358,5.741e-16,7.099e-16,1.248e-15
MKL,2358,3.497e-16,4.847e-16,1.219e-15
VectorFFT,2359,5.644e-16,6.736e-16,1.369e-15
MKL,2359,4.532e-16,3.722e-16,1.269e-15
VectorFFT,2360,5.664e-16,6.273e-16,1.439e-15
MKL,2360,2.911e-16,3.770e-16,9.924e-16
VectorFFT,2361,5.633e-16,8.878e-16,1.529e-15
MKL,2361,4.639e-16,4.981e-16,1.351e-15
VectorFFT,2362,5.710e-16,7.866e-16,1.563e-15
MKL,2362,4.537e-16,4.485e-16,1.475e-15
VectorFFT,2363,5.785e-16,7.212e-16,1.294e-15
MKL,2363,4.529e-16,4.227e-16,1.478e-15
VectorFFT,2364,5.553e-16,7.652e-16,1.327e-15
MKL,2364,4.679e-16,6.034e-16,1.442e-15
VectorFFT,2365,4.707e-16,6.538e-16,1.225e-15
MKL,2365,3.630e-16,3.650e-16,1.130e-15
VectorFFT,2366,7.414e-16,8.918e-16,2.698e-15
MKL,2366,2.791e-16,2.553e-16,8.283e-16
VectorFFT,2367,5.574e-16,8.292e-16,1.359e-15
MKL,2367,4.769e-16,5.297e-16,1.636e-15
VectorFFT,2368,4.120e-16,4.562e-16,1.204e-15
MKL,2368,2.528e-16,2.824e-16,8.920e-16
VectorFFT,2369,5.600e-16,6.363e-16,1.339e-15
MKL,2369,4.479e-16,4.125e-16,1.573e-15
VectorFFT,2370,5.494e-16,7.037e-16,1.442e-15
MKL,2370,3.237e-16,4.186e-16,9.793e-16
VectorFFT,2371,5.673e-16,6.500e-16,1.533e-15
MKL,2371,4.711e-16,4.011e-16,1.640e-15
VectorFFT,2372,5.929e-16,9.156e-16,1.485e-15
MKL,2372,4.518e-16,4.764e-16,1.477e-15
VectorFFT,2373,5.626e-16,6.062e-16,1.387e-15
MKL,2373,4.493e-16,4.247e-16,1.358e-15
VectorFFT,2374,5.604e-16,8.090e-16,1.366e-15
MKL,2374,4.586e-16,4.593e-16,1.368e-15
VectorFFT,2375,4.592e-16,5.701e-16,1.434e-15
MKL,2375,4.271e-16,4.355e-16,1.265e-15
VectorFFT,2376,4.707e-16,5.120e-16,1.372e-15
MKL,2376,2.641e-16,3.244e-16,8.642e-16
VectorFFT,2377,8.732e-16,9.619e-16,2.647e-15
MKL,2377,4.863e-16,5.046e-16,1.944e-15
VectorFFT,2378,1.123e-15,1.704e-15,4.573e-15
MKL,2378,2.841e-16,3.154e-16,9.074e-16
VectorFFT,2379,5.759e-16,8.516e-16,1.254e-15
MKL,2379,4.040e-16,4.441e-16,1.150e-15
VectorFFT,2380,5.569e-16,6.449e-16,1.533e-15
MKL,2380,2.868e-16,2.728e-16,8.964e-16
VectorFFT,2381,5.646e-16,7.125e-16,1.413e-15
MKL,2381,4.665e-16,4.426e-16,1.539e-15
VectorFFT,2382,5.790e-16,9.473e-16,1.570e-15
MKL,2382,4.590e-16,5.953e-16,1.591e-15
VectorFFT,2383,5.664e-16,7.503e-16,1.370e-15
MKL,2383,4.613e-16,4.720e-16,1.426e-15
VectorFFT,2384,5.509e-16,9.925e-16,1.247e-15
MKL,2384,3.425e-16,4.736e-16,1.050e-15
VectorFFT,2385,5.600e-16,8.366e-16,1.483e-15
MKL,2385,3.435e-16,3.849e-16,1.134e-15
VectorFFT,2386,5.547e-16,6.310e-16,1.305e-15
MKL,2386,4.543e-16,4.436e-16,1.482e-15
VectorFFT,2387,4.885e-16,5.907e-16,1.265e-15
MKL,2387,3.013e-16,3.228e-16,8.948e-16
VectorFFT,2388,5.511e-16,6.919e-16,1.399e-15
MKL,2388,4.439e-16,4.431e-16,1.363e-15
VectorFFT,2389,5.635e-16,7.108e-16,1.560e-15
MKL,2389,4.775e-16,4.806e-16,1.274e-15
VectorFFT,2390,5.559e-16,9.308e-16,1.329e-15
MKL,2390,4.569e-16,5.587e-16,1.471e-15
VectorFFT,2391,5.635e-16,7.098e-16,1.337e-15
MKL,2391,4.619e-16,5.064e-16,1.489e-15
VectorFFT,2392,5.529e-16,6.799e-16,1.434e-15
MKL,2392,2.592e-16,2.817e-16,8.583e-16
VectorFFT,2393,9.990e-16,1.097e-15,3.115e-15
MKL,2393,4.617e-16,4.469e-16,1.694e-15
VectorFFT,2394,5.102e-16,5.801e-16,1.326e-15
MKL,2394,2.857e-16,2.738e-16,1.117e-15
VectorFFT,2395,5.522e-16,6.744e-16,1.663e-15
MKL,2395,4.575e-16,5.010e-16,1.490e-15
VectorFFT,2396,5.584e-16,5.722e-16,1.440e-15
MKL,2396,4.619e-16,4.263e-16,1.675e-15
VectorFFT,2397,8.229e-16,1.281e-15,2.811e-15
MKL,2397,3.451e-16,3.601e-16,1.096e-15
VectorFFT,2398,5.377e-16,6.527e-16,1.413e-15
MKL,2398,3.288e-16,4.401e-16,1.308e-15
VectorFFT,2399,5.543e-16,8.979e-16,1.381e-15
MKL,2399,4.580e-16,4.322e-16,1.556e-15
VectorFFT,2400,3.894e-16,4.968e-16,1.120e-15
MKL,2400,2.685e-16,3.086e-16,9.809e-16
VectorFFT,2401,4.715e-16,6.233e-16,1.509e-15
MKL,2401,3.355e-16,3.673e-16,1.151e-15
VectorFFT,2402,5.710e-16,6.773e-16,1.481e-15
MKL,2402,4.709e-16,4.133e-16,1.562e-15
VectorFFT,2403,5.909e-16,9.270e-16,1.243e-15
MKL,2403,3.476e-16,3.538e-16,1.045e-15
VectorFFT,2404,5.707e-16,6.985e-16,1.538e-15
MKL,2404,4.594e-16,4.837e-16,1.438e-15
VectorFFT,2405,5.332e-16,8.761e-16,1.300e-15
MKL,2405,3.253e-16,4.058e-16,1.100e-15
VectorFFT,2406,5.544e-16,7.989e-16,1.299e-15
MKL,2406,4.408e-16,4.379e-16,1.465e-15
VectorFFT,2407,5.597e-16,8.816e-16,1.691e-15
MKL,2407,4.370e-16,3.911e-16,1.423e-15
VectorFFT,2408,4.508e-16,5.733e-16,1.208e-15
MKL,2408,2.678e-16,3.092e-16,9.954e-16
VectorFFT,2409,5.479e-16,6.690e-16,1.291e-15
MKL,2409,3.097e-16,3.344e-16,1.057e-15
VectorFFT,2410,5.661e-16,7.468e-16,1.320e-15
MKL,2410,4.587e-16,5.435e-16,1.473e-15
VectorFFT,2411,5.487e-16,6.213e-16,1.364e-15
MKL,2411,4.680e-16,4.097e-16,1.522e-15
VectorFFT,2412,5.631e-16,7.170e-16,1.335e-15
MKL,2412,2.900e-16,3.203e-16,1.062e-15
VectorFFT,2413,5.633e-16,8.313e-16,1.271e-15
MKL,2413,4.907e-16,6.035e-16,1.512e-15
VectorFFT,2414,5.839e-16,7.590e-16,1.403e-15
MKL,2414,3.037e-16,3.577e-16,1.170e-15
VectorFFT,2415,5.193e-16,5.408e-16,1.330e-15
MKL,2415,5.015e-16,5.773e-16,1.435e-15
VectorFFT,2416,5.347e-16,6.404e-16,1.295e-15
MKL,2416,4.636e-16,4.355e-16,1.578e-15
VectorFFT,2417,5.623e-16,6.399e-16,1.402e-15
MKL,2417,4.710e-16,6.058e-16,1.363e-15
VectorFFT,2418,7.548e-16,9.320e-16,2.396e-15
MKL,2418,2.921e-16,2.831e-16,8.787e-16
VectorFFT,2419,5.662e-16,6.250e-16,1.390e-15
MKL,2419,4.365e-16,4.274e-16,1.326e-15
VectorFFT,2420,5.897e-16,7.833e-16,1.979e-15
MKL,2420,2.795e-16,3.851e-16,8.028e-16
VectorFFT,2421,5.544e-16,5.600e-16,1.337e-15
MKL,2421,4.627e-16,3.759e-16,1.651e-15
VectorFFT,2422,5.409e-16,5.130e-16,1.412e-15
MKL,2422,4.628e-16,4.691e-16,1.569e-15
VectorFFT,2423,5.559e-16,8.679e-16,1.311e-15
MKL,2423,4.577e-16,4.716e-16,1.567e-15
VectorFFT,2424,5.383e-16,7.032e-16,1.515e-15
MKL,2424,3.085e-16,4.375e-16,1.037e-15
VectorFFT,2425,5.713e-16,8.383e-16,1.476e-15
MKL,2425,5.016e-16,4.527e-16,1.567e-15
VectorFFT,2426,5.677e-16,5.325e-16,1.385e-15
MKL,2426,4.539e-16,4.302e-16,1.445e-15
VectorFFT,2427,5.806e-16,8.395e-16,1.430e-15
MKL,2427,4.732e-16,5.606e-16,1.578e-15
VectorFFT,2428,5.581e-16,7.661e-16,1.381e-15
MKL,2428,4.598e-16,4.677e-16,1.377e-15
VectorFFT,2429,5.633e-16,7.229e-16,1.326e-15
MKL,2429,4.580e-16,4.197e-16,1.843e-15
VectorFFT,2430,5.480e-16,5.763e-16,1.530e-15
MKL,2430,3.230e-16,3.962e-16,1.046e-15
VectorFFT,2431,6.063e-16,6.679e-16,1.564e-15
MKL,2431,2.919e-16,3.551e-16,8.571e-16
VectorFFT,2432,4.057e-16,4.509e-16,8.798e-16
MKL,2432,2.473e-16,2.346e-16,7.256e-16
VectorFFT,2433,5.632e-16,8.139e-16,1.632e-15
MKL,2433,4.669e-16,5.225e-16,1.492e-15
VectorFFT,2434,5.462e-16,6.532e-16,1.335e-15
MKL,2434,4.616e-16,5.355e-16,1.575e-15
VectorFFT,2435,5.427e-16,8.334e-16,1.461e-15
MKL,2435,4.854e-16,5.111e-16,1.596e-15
VectorFFT,2436,5.166e-16,5.292e-16,1.471e-15
MKL,2436,2.720e-16,3.295e-16,8.310e-16
VectorFFT,2437,9.334e-16,9.348e-16,2.719e-15
MKL,2437,4.514e-16,4.220e-16,1.566e-15
VectorFFT,2438,5.557e-16,7.844e-16,1.362e-15
MKL,2438,2.879e-16,4.247e-16,9.677e-16
VectorFFT,2439,5.569e-16,8.387e-16,1.285e-15
MKL,2439,4.746e-16,4.743e-16,1.354e-15
VectorFFT,2440,5.538e-16,1.190e-15,1.475e-15
MKL,2440,2.908e-16,4.323e-16,8.993e-16
VectorFFT,2441,5.747e-16,7.769e-16,1.338e-15
MKL,2441,4.651e-16,4.915e-16,1.674e-15
VectorFFT,2442,4.919e-16,5.550e-16,1.368e-15
MKL,2442,3.165e-16,3.129e-16,9.196e-16
VectorFFT,2443,5.750e-16,6.862e-16,1.673e-15
MKL,2443,4.717e-16,5.734e-16,1.585e-15
VectorFFT,2444,5.980e-16,6.999e-16,2.187e-15
MKL,2444,2.816e-16,3.275e-16,9.302e-16
VectorFFT,2445,5.466e-16,6.146e-16,1.361e-15
MKL,2445,4.817e-16,4.448e-16,1.418e-15
VectorFFT,2446,5.542e-16,6.457e-16,1.410e-15
MKL,2446,4.584e-16,4.210e-16,1.411e-15
VectorFFT,2447,5.530e-16,8.987e-16,1.501e-15
MKL,2447,4.654e-16,4.557e-16,1.408e-15
VectorFFT,2448,5.512e-16,5.812e-16,1.409e-15
MKL,2448,2.746e-16,2.797e-16,8.194e-16
VectorFFT,2449,5.511e-16,5.863e-16,1.288e-15
MKL,2449,3.282e-16,3.555e-16,1.215e-15
VectorFFT,2450,4.662e-16,5.399e-16,1.524e-15
MKL,2450,2.967e-16,2.762e-16,8.943e-16
VectorFFT,2451,8.570e-16,1.105e-15,3.017e-15
MKL,2451,4.277e-16,3.836e-16,1.291e-15
VectorFFT,2452,5.525e-16,7.370e-16,1.324e-15
MKL,2452,4.659e-16,4.637e-16,1.676e-15
VectorFFT,2453,5.425e-16,6.241e-16,1.227e-15
MKL,2453,4.821e-16,4.604e-16,1.478e-15
VectorFFT,2454,5.599e-16,6.512e-16,1.269e-15
MKL,2454,4.664e-16,4.670e-16,1.865e-15
VectorFFT,2455,5.572e-16,7.886e-16,1.283e-15
MKL,2455,4.719e-16,4.116e-16,1.427e-15
VectorFFT,2456,5.659e-16,5.739e-16,1.563e-15
MKL,2456,4.559e-16,4.781e-16,1.492e-15
VectorFFT,2457,5.901e-16,5.806e-16,1.805e-15
MKL,2457,4.232e-16,4.535e-16,1.552e-15
VectorFFT,2458,5.842e-16,8.751e-16,1.819e-15
MKL,2458,4.508e-16,4.832e-16,1.472e-15
VectorFFT,2459,5.553e-16,6.901e-16,1.584e-15
MKL,2459,4.986e-16,5.162e-16,1.676e-15
VectorFFT,2460,4.955e-16,7.721e-16,1.538e-15
MKL,2460,2.894e-16,3.179e-16,8.931e-16
VectorFFT,2461,5.566e-16,6.307e-16,1.312e-15
MKL,2461,4.628e-16,4.605e-16,1.540e-15
VectorFFT,2462,5.661e-16,6.800e-16,1.281e-15
MKL,2462,4.571e-16,4.356e-16,1.370e-15
VectorFFT,2463,5.695e-16,6.528e-16,1.524e-15
MKL,2463,4.668e-16,5.044e-16,1.477e-15
VectorFFT,2464,4.003e-16,4.296e-16,9.754e-16
MKL,2464,2.506e-16,2.241e-16,8.588e-16
VectorFFT,2465,8.506e-16,8.811e-16,2.706e-15
MKL,2465,2.989e-16,2.739e-16,8.530e-16
VectorFFT,2466,5.608e-16,6.407e-16,1.432e-15
MKL,2466,3.718e-16,5.377e-16,1.308e-15
VectorFFT,2467,5.673e-16,8.882e-16,1.427e-15
MKL,2467,4.811e-16,5.741e-16,1.897e-15
VectorFFT,2468,5.643e-16,6.478e-16,1.523e-15
MKL,2468,4.598e-16,3.854e-16,1.419e-15
VectorFFT,2469,5.582e-16,6.241e-16,1.284e-15
MKL,2469,4.686e-16,4.368e-16,1.443e-15
VectorFFT,2470,5.280e-16,6.962e-16,1.318e-15
MKL,2470,3.374e-16,3.373e-16,1.199e-15
VectorFFT,2471,5.586e-16,8.125e-16,1.332e-15
MKL,2471,4.778e-16,5.164e-16,1.447e-15
VectorFFT,2472,5.397e-16,6.292e-16,1.469e-15
MKL,2472,3.145e-16,5.107e-16,1.198e-15
VectorFFT,2473,5.657e-16,7.386e-16,1.199e-15
MKL,2473,4.686e-16,4.681e-16,1.690e-15
VectorFFT,2474,5.482e-16,6.532e-16,1.222e-15
MKL,2474,4.692e-16,5.386e-16,1.685e-15
VectorFFT,2475,4.789e-16,6.834e-16,1.524e-15
MKL,2475,3.245e-16,4.051e-16,9.176e-16
VectorFFT,2476,5.693e-16,1.082e-15,1.243e-15
MKL,2476,4.657e-16,4.888e-16,1.464e-15
VectorFFT,2477,5.672e-16,7.658e-16,1.389e-15
MKL,2477,4.526e-16,5.570e-16,1.457e-15
VectorFFT,2478,5.867e-16,6.906e-16,1.348e-15
MKL,2478,3.303e-16,3.800e-16,9.551e-16
VectorFFT,2479,5.747e-16,9.100e-16,1.454e-15
MKL,2479,4.691e-16,4.718e-16,1.786e-15
VectorFFT,2480,4.892e-16,6.447e-16,1.660e-15
MKL,2480,2.700e-16,3.008e-16,7.545e-16
VectorFFT,2481,5.542e-16,8.952e-16,1.333e-15
MKL,2481,4.716e-16,5.351e-16,1.616e-15
VectorFFT,2482,5.444e-16,7.613e-16,1.201e-15
MKL,2482,3.142e-16,4.185e-16,1.118e-15
VectorFFT,2483,5.696e-16,6.336e-16,1.304e-15
MKL,2483,4.714e-16,4.466e-16,1.501e-15
VectorFFT,2484,5.822e-16,6.219e-16,1.463e-15
MKL,2484,2.659e-16,3.586e-16,9.797e-16
VectorFFT,2485,5.778e-16,7.433e-16,1.432e-15
MKL,2485,4.093e-16,4.542e-16,1.209e-15
VectorFFT,2486,5.408e-16,6.675e-16,1.454e-15
MKL,2486,3.371e-16,3.434e-16,1.097e-15
VectorFFT,2487,5.479e-16,6.011e-16,1.331e-15
MKL,2487,4.929e-16,4.879e-16,1.381e-15
VectorFFT,2488,5.534e-16,6.336e-16,1.586e-15
MKL,2488,4.686e-16,6.389e-16,1.612e-15
VectorFFT,2489,5.567e-16,5.753e-16,1.410e-15
MKL,2489,4.657e-16,5.750e-16,1.405e-15
VectorFFT,2490,5.500e-16,6.363e-16,1.236e-15
MKL,2490,3.152e-16,3.520e-16,9.642e-16
VectorFFT,2491,5.703e-16,7.807e-16,1.393e-15
MKL,2491,4.594e-16,5.047e-16,1.613e-15
VectorFFT,2492,5.636e-16,8.461e-16,1.454e-15
MKL,2492,3.076e-16,4.425e-16,9.635e-16
VectorFFT,2493,5.658e-16,7.554e-16,1.514e-15
MKL,2493,4.689e-16,4.826e-16,1.439e-15
VectorFFT,2494,1.591e-15,2.267e-15,7.663e-15
MKL,2494,2.856e-16,3.444e-16,8.798e-16
VectorFFT,2495,5.536e-16,8.664e-16,1.346e-15
MKL,2495,4.751e-16,5.056e-16,1.466e-15
VectorFFT,2496,5.252e-16,5.669e-16,1.226e-15
MKL,2496,2.560e-16,3.137e-16,7.495e-16
VectorFFT,2497,5.330e-16,5.939e-16,1.331e-15
MKL,2497,4.784e-16,5.376e-16,1.401e-15
VectorFFT,2498,5.592e-16,6.630e-16,1.365e-15
MKL,2498,4.603e-16,4.691e-16,1.543e-15
VectorFFT,2499,5.623e-16,7.418e-16,1.407e-15
MKL,2499,3.201e-16,3.578e-16,9.950e-16
VectorFFT,2500,4.631e-16,5.942e-16,1.284e-15
MKL,2500,2.937e-16,3.392e-16,9.023e-16
VectorFFT,2501,5.638e-16,8.258e-16,1.413e-15
MKL,2501,3.422e-16,3.977e-16,1.295e-15
VectorFFT,2502,5.708e-16,7.603e-16,1.453e-15
MKL,2502,3.465e-16,5.139e-16,1.241e-15
VectorFFT,2503,5.647e-16,7.117e-16,1.378e-15
MKL,2503,4.590e-16,4.604e-16,1.426e-15
VectorFFT,2504,5.755e-16,6.992e-16,1.333e-15
MKL,2504,4.766e-16,4.353e-16,1.524e-15
VectorFFT,2505,5.672e-16,7.800e-16,1.483e-15
MKL,2505,4.855e-16,5.522e-16,1.709e-15
VectorFFT,2506,5.561e-16,7.761e-16,1.333e-15
MKL,2506,4.615e-16,4.480e-16,1.525e-15
VectorFFT,2507,5.518e-16,6.250e-16,1.272e-15
MKL,2507,4.769e-16,4.340e-16,1.794e-15
VectorFFT,2508,8.482e-16,1.446e-15,3.292e-15
MKL,2508,2.649e-16,2.471e-16,7.773e-16
VectorFFT,2509,5.579e-16,6.769e-16,1.659e-15
MKL,2509,4.613e-16,5.002e-16,1.482e-15
